kind	PropertyName	ValueType	RelatedTypes
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	ProjectStates[].ProjectStateTypeID	string	reference-data--ProjectStateType
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	ActivityTemplateID	string	master-data--ActivityTemplate
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	ParentProjectID	string	master-data--AnyObject
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].Title	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].Index	integer	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].Selection	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].Keys[].ObjectParameterKey	string	any-group-type--AnyObject
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].Keys[].TimeIndexParameterKey	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].Keys[].ParameterKey	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].Keys[].IntegerParameterKey	integer	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].Keys[].StringParameterKey	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].DataObjectParameter	string	any-group-type--AnyObject
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].DataQuantityParameter	number	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].IntegerQuantityParameter	integer	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].StringParameter	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].TimeIndexParameter	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].BooleanParameter	boolean	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].ParameterKindID	string	reference-data--ParameterKind
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].ParameterRoleID	string	reference-data--ParameterRole
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Parameters[].DataQuantityParameterUOMID	string	reference-data--UnitOfMeasure
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	ActivityStates[].EffectiveDateTime	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	ActivityStates[].TerminationDateTime	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	ActivityStates[].ActivityStatusID	string	reference-data--ActivityStatus
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	ActivityStates[].Remark	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	LastActivityState.EffectiveDateTime	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	LastActivityState.TerminationDateTime	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	LastActivityState.ActivityStatusID	string	reference-data--ActivityStatus
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	LastActivityState.Remark	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	DataAcquisitionTypeIDs[]	string	reference-data--GravityMagneticDataAcquisitionType
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	AcquisitionPlatformMethodID	string	reference-data--GravityMagneticAcquisitionPlatform
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	OperatingEnvironmentIDs[]	string	reference-data--OperatingEnvironment
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	AreaCalculated	number	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	AreaNominal	number	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	AverageStationDistance	number	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	EquipmentDetails[].Name	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	EquipmentDetails[].Manufacturer	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	EquipmentDetails[].Model	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	EquipmentDetails[].SerialNumber	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	EquipmentDetails[].Remarks[].RemarkSequenceNumber	integer	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	EquipmentDetails[].Remarks[].Remark	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	EquipmentDetails[].Remarks[].RemarkSource	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	EquipmentDetails[].Remarks[].RemarkDate	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	AcquisitionDateRange.StartDate	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	AcquisitionDateRange.EndDate	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	ServiceCompanyID	string	master-data--Organisation
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Remarks[].RemarkSequenceNumber	integer	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Remarks[].Remark	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Remarks[].RemarkSource	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	Remarks[].RemarkDate	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	VerticalMeasurement.EffectiveDateTime	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	VerticalMeasurement.VerticalMeasurement	number	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	VerticalMeasurement.TerminationDateTime	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	VerticalMeasurement.VerticalMeasurementTypeID	string	reference-data--VerticalMeasurementType
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	VerticalMeasurement.VerticalMeasurementPathID	string	reference-data--VerticalMeasurementPath
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	VerticalMeasurement.VerticalMeasurementSourceID	string	reference-data--VerticalMeasurementSource
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	VerticalMeasurement.WellboreTVDTrajectoryID	string	work-product-component--WellboreTrajectory
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	VerticalMeasurement.VerticalMeasurementUnitOfMeasureID	string	reference-data--UnitOfMeasure
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	VerticalMeasurement.VerticalCRSID	string	reference-data--CoordinateReferenceSystem
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	VerticalMeasurement.VerticalReferenceID	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	VerticalMeasurement.VerticalReferenceEntityID	string	"master-data--Rig
master-data--Well
master-data--Wellbore"
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	VerticalMeasurement.VerticalMeasurementDescription	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	MovingPlatform.IsMovingPlatformSurvey	boolean	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	MovingPlatform.SamplingIntervalTime	number	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	MovingPlatform.CalculatedLineLength	number	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	MovingPlatform.NominalLineLength	number	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	MovingPlatform.PrimaryLineSpacing	number	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	MovingPlatform.TieLineSpacing	number	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	MovingPlatform.FlyingHeightParameters.ClearanceMethodID	string	reference-data--AirborneClearanceMethod
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	MovingPlatform.FlyingHeightParameters.MeasurementInstrumentationIDs[]	string	reference-data--AirborneInstrumentation
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	MovingPlatform.FlyingHeightParameters.VerticalCoordinateReferenceSystemID	string	reference-data--CoordinateReferenceSystem
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	MovingPlatform.FlyingHeightParameters.ExternalTopographicalInformation	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	MovingPlatform.FlyingHeightParameters.AverageFlyingHeight	number	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	MovingPlatform.SeismicAcquisitionSurveyID	string	master-data--SeismicAcquisitionSurvey
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	MovingPlatform.PlatformName	string	
osdu:wks:master-data--GravityMagneticAcquisitionSurvey:1.0.0	PrecedingTimeLapseSurveyID	string	master-data--GravityMagneticAcquisitionSurvey
osdu:wks:master-data--HoleSection:1.4.0	NameAliases[].AliasName	string	
osdu:wks:master-data--HoleSection:1.4.0	NameAliases[].AliasNameTypeID	string	reference-data--AliasNameType
osdu:wks:master-data--HoleSection:1.4.0	NameAliases[].DefinitionOrganisationID	string	"master-data--Organisation
reference-data--StandardsOrganisation"
osdu:wks:master-data--HoleSection:1.4.0	NameAliases[].EffectiveDateTime	string	
osdu:wks:master-data--HoleSection:1.4.0	NameAliases[].TerminationDateTime	string	
osdu:wks:master-data--HoleSection:1.4.0	GeoContexts[].GeoPoliticalEntityID	string	master-data--GeoPoliticalEntity
osdu:wks:master-data--HoleSection:1.4.0	GeoContexts[].GeoTypeID	string	"reference-data--BasinType
reference-data--GeoPoliticalEntityType
reference-data--PlayType
reference-data--ProspectType"
osdu:wks:master-data--HoleSection:1.4.0	GeoContexts[].BasinID	string	master-data--Basin
osdu:wks:master-data--HoleSection:1.4.0	GeoContexts[].FieldID	string	master-data--Field
osdu:wks:master-data--HoleSection:1.4.0	GeoContexts[].PlayID	string	master-data--Play
osdu:wks:master-data--HoleSection:1.4.0	GeoContexts[].ProspectID	string	master-data--Prospect
osdu:wks:master-data--HoleSection:1.4.0	SpatialLocation.SpatialLocationCoordinatesDate	string	
osdu:wks:master-data--HoleSection:1.4.0	SpatialLocation.QuantitativeAccuracyBandID	string	reference-data--QuantitativeAccuracyBand
osdu:wks:master-data--HoleSection:1.4.0	SpatialLocation.QualitativeSpatialAccuracyTypeID	string	reference-data--QualitativeSpatialAccuracyType
osdu:wks:master-data--HoleSection:1.4.0	SpatialLocation.CoordinateQualityCheckPerformedBy	string	
osdu:wks:master-data--HoleSection:1.4.0	SpatialLocation.CoordinateQualityCheckDateTime	string	
osdu:wks:master-data--HoleSection:1.4.0	SpatialLocation.CoordinateQualityCheckRemarks[]	string	
osdu:wks:master-data--HoleSection:1.4.0	SpatialLocation.AsIngestedCoordinates	AbstractAnyCrsFeatureCollection	
osdu:wks:master-data--HoleSection:1.4.0	SpatialLocation.Wgs84Coordinates	AbstractFeatureCollection	
osdu:wks:master-data--HoleSection:1.4.0	SpatialLocation.AppliedOperations[]	string	
osdu:wks:master-data--HoleSection:1.4.0	SpatialLocation.SpatialParameterTypeID	string	reference-data--SpatialParameterType
osdu:wks:master-data--HoleSection:1.4.0	SpatialLocation.SpatialGeometryTypeID	string	reference-data--SpatialGeometryType
osdu:wks:master-data--HoleSection:1.4.0	VersionCreationReason	string	
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].TechnicalAssuranceTypeID	string	reference-data--TechnicalAssuranceType
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].Reviewers[].EmailAddress	string	
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].Reviewers[].PhoneNumber	string	
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].Reviewers[].RoleTypeID	string	reference-data--ContactRoleType
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].Reviewers[].DataGovernanceRoleTypeID	string	reference-data--DataGovernanceRoleType
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].Reviewers[].WorkflowPersonaTypeID	string	reference-data--WorkflowPersonaType
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].Reviewers[].Comment	string	
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].Reviewers[].OrganisationID	string	master-data--Organisation
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].Reviewers[].Name	string	
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].AcceptableUsage[].WorkflowUsageTypeID	string	reference-data--WorkflowUsageType
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].AcceptableUsage[].WorkflowPersonaTypeID	string	reference-data--WorkflowPersonaType
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].AcceptableUsage[].DataQualityRuleSetID	string	reference-data--DataQualityRuleSet
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].AcceptableUsage[].DataQualityID	string	work-product-component--DataQuality
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].AcceptableUsage[].ValueChainStatusTypeID	string	reference-data--ValueChainStatusType
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].UnacceptableUsage[].WorkflowUsageTypeID	string	reference-data--WorkflowUsageType
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].UnacceptableUsage[].WorkflowPersonaTypeID	string	reference-data--WorkflowPersonaType
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].UnacceptableUsage[].DataQualityRuleSetID	string	reference-data--DataQualityRuleSet
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].UnacceptableUsage[].DataQualityID	string	work-product-component--DataQuality
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].UnacceptableUsage[].ValueChainStatusTypeID	string	reference-data--ValueChainStatusType
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].EffectiveDate	string	
osdu:wks:master-data--HoleSection:1.4.0	TechnicalAssurances[].Comment	string	
osdu:wks:master-data--HoleSection:1.4.0	WellboreID	string	master-data--Wellbore
osdu:wks:master-data--HoleSection:1.4.0	WellActivityID	string	master-data--WellActivity
osdu:wks:master-data--HoleSection:1.4.0	Name	string	
osdu:wks:master-data--HoleSection:1.4.0	VerticalMeasurement.EffectiveDateTime	string	
osdu:wks:master-data--HoleSection:1.4.0	VerticalMeasurement.VerticalMeasurement	number	
osdu:wks:master-data--HoleSection:1.4.0	VerticalMeasurement.TerminationDateTime	string	
osdu:wks:master-data--HoleSection:1.4.0	VerticalMeasurement.VerticalMeasurementTypeID	string	reference-data--VerticalMeasurementType
osdu:wks:master-data--HoleSection:1.4.0	VerticalMeasurement.VerticalMeasurementPathID	string	reference-data--VerticalMeasurementPath
osdu:wks:master-data--HoleSection:1.4.0	VerticalMeasurement.VerticalMeasurementSourceID	string	reference-data--VerticalMeasurementSource
osdu:wks:master-data--HoleSection:1.4.0	VerticalMeasurement.WellboreTVDTrajectoryID	string	work-product-component--WellboreTrajectory
osdu:wks:master-data--HoleSection:1.4.0	VerticalMeasurement.VerticalMeasurementUnitOfMeasureID	string	reference-data--UnitOfMeasure
osdu:wks:master-data--HoleSection:1.4.0	VerticalMeasurement.VerticalCRSID	string	reference-data--CoordinateReferenceSystem
osdu:wks:master-data--HoleSection:1.4.0	VerticalMeasurement.VerticalReferenceID	string	
osdu:wks:master-data--HoleSection:1.4.0	VerticalMeasurement.VerticalReferenceEntityID	string	"master-data--Rig
master-data--Well
master-data--Wellbore"
osdu:wks:master-data--HoleSection:1.4.0	VerticalMeasurement.VerticalMeasurementDescription	string	
osdu:wks:master-data--HoleSection:1.4.0	Size	number	
osdu:wks:master-data--HoleSection:1.4.0	MeasuredDepthTop	number	
osdu:wks:master-data--HoleSection:1.4.0	MeasuredDepthBase	number	
osdu:wks:master-data--HoleSection:1.4.0	StartDateTime	string	
osdu:wks:master-data--HoleSection:1.4.0	EndDateTime	string	
osdu:wks:master-data--HoleSection:1.4.0	IsPilotHole	boolean	
osdu:wks:master-data--HoleSection:1.4.0	PlannedMeasuredDepthBase	number	
osdu:wks:master-data--HoleSection:1.4.0	PlannedTrueVerticalDepthBase	number	
osdu:wks:master-data--HoleSection:1.4.0	DrillingActivityCode	string	
osdu:wks:master-data--HoleSection:1.4.0	Comment	string	
osdu:wks:master-data--HoleSection:1.4.0	IsBeingDrilled	boolean	
osdu:wks:master-data--IsolatedInterval:1.2.0	NameAliases[].AliasName	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	NameAliases[].AliasNameTypeID	string	reference-data--AliasNameType
osdu:wks:master-data--IsolatedInterval:1.2.0	NameAliases[].DefinitionOrganisationID	string	"master-data--Organisation
reference-data--StandardsOrganisation"
osdu:wks:master-data--IsolatedInterval:1.2.0	NameAliases[].EffectiveDateTime	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	NameAliases[].TerminationDateTime	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	GeoContexts[].GeoPoliticalEntityID	string	master-data--GeoPoliticalEntity
osdu:wks:master-data--IsolatedInterval:1.2.0	GeoContexts[].GeoTypeID	string	"reference-data--BasinType
reference-data--GeoPoliticalEntityType
reference-data--PlayType
reference-data--ProspectType"
osdu:wks:master-data--IsolatedInterval:1.2.0	GeoContexts[].BasinID	string	master-data--Basin
osdu:wks:master-data--IsolatedInterval:1.2.0	GeoContexts[].FieldID	string	master-data--Field
osdu:wks:master-data--IsolatedInterval:1.2.0	GeoContexts[].PlayID	string	master-data--Play
osdu:wks:master-data--IsolatedInterval:1.2.0	GeoContexts[].ProspectID	string	master-data--Prospect
osdu:wks:master-data--IsolatedInterval:1.2.0	SpatialLocation.SpatialLocationCoordinatesDate	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	SpatialLocation.QuantitativeAccuracyBandID	string	reference-data--QuantitativeAccuracyBand
osdu:wks:master-data--IsolatedInterval:1.2.0	SpatialLocation.QualitativeSpatialAccuracyTypeID	string	reference-data--QualitativeSpatialAccuracyType
osdu:wks:master-data--IsolatedInterval:1.2.0	SpatialLocation.CoordinateQualityCheckPerformedBy	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	SpatialLocation.CoordinateQualityCheckDateTime	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	SpatialLocation.CoordinateQualityCheckRemarks[]	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	SpatialLocation.AsIngestedCoordinates	AbstractAnyCrsFeatureCollection	
osdu:wks:master-data--IsolatedInterval:1.2.0	SpatialLocation.Wgs84Coordinates	AbstractFeatureCollection	
osdu:wks:master-data--IsolatedInterval:1.2.0	SpatialLocation.AppliedOperations[]	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	SpatialLocation.SpatialParameterTypeID	string	reference-data--SpatialParameterType
osdu:wks:master-data--IsolatedInterval:1.2.0	SpatialLocation.SpatialGeometryTypeID	string	reference-data--SpatialGeometryType
osdu:wks:master-data--IsolatedInterval:1.2.0	VersionCreationReason	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].TechnicalAssuranceTypeID	string	reference-data--TechnicalAssuranceType
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].Reviewers[].EmailAddress	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].Reviewers[].PhoneNumber	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].Reviewers[].RoleTypeID	string	reference-data--ContactRoleType
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].Reviewers[].DataGovernanceRoleTypeID	string	reference-data--DataGovernanceRoleType
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].Reviewers[].WorkflowPersonaTypeID	string	reference-data--WorkflowPersonaType
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].Reviewers[].Comment	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].Reviewers[].OrganisationID	string	master-data--Organisation
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].Reviewers[].Name	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].AcceptableUsage[].WorkflowUsageTypeID	string	reference-data--WorkflowUsageType
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].AcceptableUsage[].WorkflowPersonaTypeID	string	reference-data--WorkflowPersonaType
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].AcceptableUsage[].DataQualityRuleSetID	string	reference-data--DataQualityRuleSet
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].AcceptableUsage[].DataQualityID	string	work-product-component--DataQuality
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].AcceptableUsage[].ValueChainStatusTypeID	string	reference-data--ValueChainStatusType
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].UnacceptableUsage[].WorkflowUsageTypeID	string	reference-data--WorkflowUsageType
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].UnacceptableUsage[].WorkflowPersonaTypeID	string	reference-data--WorkflowPersonaType
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].UnacceptableUsage[].DataQualityRuleSetID	string	reference-data--DataQualityRuleSet
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].UnacceptableUsage[].DataQualityID	string	work-product-component--DataQuality
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].UnacceptableUsage[].ValueChainStatusTypeID	string	reference-data--ValueChainStatusType
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].EffectiveDate	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	TechnicalAssurances[].Comment	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityID	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityTypeID	string	reference-data--FacilityType
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityOperators[].FacilityOperatorID	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityOperators[].FacilityOperatorOrganisationID	string	master-data--Organisation
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityOperators[].EffectiveDateTime	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityOperators[].TerminationDateTime	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityOperators[].Remark	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	InitialOperatorID	string	master-data--Organisation
osdu:wks:master-data--IsolatedInterval:1.2.0	CurrentOperatorID	string	master-data--Organisation
osdu:wks:master-data--IsolatedInterval:1.2.0	DataSourceOrganisationID	string	master-data--Organisation
osdu:wks:master-data--IsolatedInterval:1.2.0	OperatingEnvironmentID	string	reference-data--OperatingEnvironment
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityName	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityDescription	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityStates[].EffectiveDateTime	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityStates[].TerminationDateTime	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityStates[].FacilityStateTypeID	string	reference-data--FacilityStateType
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityStates[].Remark	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityEvents[].FacilityEventTypeID	string	reference-data--FacilityEventType
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityEvents[].EffectiveDateTime	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityEvents[].TerminationDateTime	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilityEvents[].Remark	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilitySpecifications[].EffectiveDateTime	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilitySpecifications[].TerminationDateTime	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilitySpecifications[].FacilitySpecificationQuantity	number	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilitySpecifications[].FacilitySpecificationDateTime	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilitySpecifications[].FacilitySpecificationIndicator	boolean	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilitySpecifications[].FacilitySpecificationText	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilitySpecifications[].UnitOfMeasureID	string	reference-data--UnitOfMeasure
osdu:wks:master-data--IsolatedInterval:1.2.0	FacilitySpecifications[].ParameterTypeID	string	reference-data--ParameterType
osdu:wks:master-data--IsolatedInterval:1.2.0	WellboreID	string	master-data--Wellbore
osdu:wks:master-data--IsolatedInterval:1.2.0	Description	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	VerticalMeasurement.EffectiveDateTime	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	VerticalMeasurement.VerticalMeasurement	number	
osdu:wks:master-data--IsolatedInterval:1.2.0	VerticalMeasurement.TerminationDateTime	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	VerticalMeasurement.VerticalMeasurementTypeID	string	reference-data--VerticalMeasurementType
osdu:wks:master-data--IsolatedInterval:1.2.0	VerticalMeasurement.VerticalMeasurementPathID	string	reference-data--VerticalMeasurementPath
osdu:wks:master-data--IsolatedInterval:1.2.0	VerticalMeasurement.VerticalMeasurementSourceID	string	reference-data--VerticalMeasurementSource
osdu:wks:master-data--IsolatedInterval:1.2.0	VerticalMeasurement.WellboreTVDTrajectoryID	string	work-product-component--WellboreTrajectory
osdu:wks:master-data--IsolatedInterval:1.2.0	VerticalMeasurement.VerticalMeasurementUnitOfMeasureID	string	reference-data--UnitOfMeasure
osdu:wks:master-data--IsolatedInterval:1.2.0	VerticalMeasurement.VerticalCRSID	string	reference-data--CoordinateReferenceSystem
osdu:wks:master-data--IsolatedInterval:1.2.0	VerticalMeasurement.VerticalReferenceID	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	VerticalMeasurement.VerticalReferenceEntityID	string	"master-data--Rig
master-data--Well
master-data--Wellbore"
osdu:wks:master-data--IsolatedInterval:1.2.0	VerticalMeasurement.VerticalMeasurementDescription	string	
osdu:wks:master-data--IsolatedInterval:1.2.0	IsolatedIntervalID	string	master-data--IsolatedInterval
osdu:wks:master-data--IsolatedInterval:1.2.0	SequenceNumber	integer	
osdu:wks:master-data--IsolatedInterval:1.2.0	IsolatedIntervalTypeID	string	reference-data--IsolatedIntervalType
osdu:wks:master-data--IsolatedInterval:1.2.0	MeasuredDepthTop	number	
osdu:wks:master-data--IsolatedInterval:1.2.0	TrueVerticalDepthTop	number	
osdu:wks:master-data--IsolatedInterval:1.2.0	IsolatedIntervalBases[].WellboreID	string	master-data--Wellbore
osdu:wks:master-data--IsolatedInterval:1.2.0	IsolatedIntervalBases[].MeasuredDepthBase	number	
osdu:wks:master-data--IsolatedInterval:1.2.0	IsolatedIntervalBases[].TrueVerticalDepthBase	number	
osdu:wks:master-data--IsolatedInterval:1.2.0	WellboreOpeningIDs[]	string	master-data--WellboreOpening
osdu:wks:master-data--IsolatedInterval:1.2.0	IsCommingled	boolean	
osdu:wks:master-data--IsolatedInterval:1.2.0	ClassificationID	string	reference-data--IsolatedIntervalClassification
osdu:wks:master-data--IsolatedInterval:1.2.0	TubularAssemblyTypeID	string	reference-data--TubularAssemblyType
