Formula,LTAMKey,AtomicNumber,Element,Electrons,SlotNumber,SlotOrientation,AlphaType,SlotSpin,AtomicSymbol,AtomCount,AtomOrder,AtomLabel,AtomCountNumber
KCuCl3,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,3,3,chlorine-1,1
KCuCl3,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,3,3,chlorine-2,2
KCuCl3,B7Y2R,17,chlorine,B,7,Y,2,R,Cl,3,3,chlorine-3,3
ZnPS3,B7Y2R,16,sulfur,B,7,Y,2,R,S,3,3,sulfur-3,3
BrITl,T16Z1L,35,bromine,T,16,Z,1,L,Br,1,1,bromine-1,1
YPtBi,B17Z1R,83,bismuth,B,17,Z,1,R,Bi,1,3,bismuth-1,1
Sn2ClF3,T12Z2L,50,tin,T,12,Z,2,L,Sn,2,1,tin-1,1
Sn2ClF3,T12Z2L,50,tin,T,12,Z,2,L,Sn,2,1,tin-2,2
K2HgS4,A3Y2A,16,sulfur,A,3,Y,2,A,S,4,3,sulfur-1,1
K2HgS4,A3Y2A,16,sulfur,A,3,Y,2,A,S,4,3,sulfur-2,2
K2HgS4,A3Y2A,16,sulfur,A,3,Y,2,A,S,4,3,sulfur-3,3
K2HgS4,A3Y2A,16,sulfur,A,3,Y,2,A,S,4,3,sulfur-4,4
K2NbCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-1,1
K2NbCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-2,2
K2NbCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-3,3
K2NbCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-4,4
K2NbCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-5,5
K2NbCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-6,6
Zr2CoSi2,V3Y4V,40,zirconium,V,3,Y,4,V,Zr,2,1,zirconium-1,1
Zr2CoSi2,V3Y4V,40,zirconium,V,3,Y,4,V,Zr,2,1,zirconium-2,2
KNbCl6,B15Y1R,17,chlorine,B,15,Y,1,R,Cl,6,3,chlorine-1,1
KNbCl6,B15Y1R,17,chlorine,B,15,Y,1,R,Cl,6,3,chlorine-2,2
KNbCl6,B15Y1R,17,chlorine,B,15,Y,1,R,Cl,6,3,chlorine-3,3
KNbCl6,B15Y1R,17,chlorine,B,15,Y,1,R,Cl,6,3,chlorine-4,4
KNbCl6,B15Y1R,17,chlorine,B,15,Y,1,R,Cl,6,3,chlorine-5,5
KNbCl6,B15Y1R,17,chlorine,B,15,Y,1,R,Cl,6,3,chlorine-6,6
CdSnSb2,V2Y4V,51,antimony,V,2,Y,4,V,Sb,2,3,antimony-1,1
CdSnSb2,V2Y4V,51,antimony,V,2,Y,4,V,Sb,2,3,antimony-2,2
ScZnPd,A2Y2A,21,scandium,A,2,Y,2,A,Sc,1,1,scandium-1,1
Tl2GeSe3,T16Z2L,81,thallium,T,16,Z,2,L,Tl,2,1,thallium-1,1
ScCuSn,T12Z2L,50,tin,T,12,Z,2,L,Sn,1,3,tin-1,1
Nb2SnO6,B13Z1L,41,niobium,B,13,Z,1,L,Nb,2,1,niobium-1,1
Nb2SnO6,B13Z1L,41,niobium,B,13,Z,1,L,Nb,2,1,niobium-2,2
AgPO,B10Z2R,47,silver,B,10,Z,2,R,Ag,1,1,silver-1,1
LiTaO3,T12Z3L,73,tantalum,T,12,Z,3,L,Ta,1,2,tantalum-1,1
SrOsO3,B7Y4R,38,strontium,B,7,Y,4,R,Sr,1,1,strontium-1,1
BiIrS,B17Z1R,83,bismuth,B,17,Z,1,R,Bi,1,1,bismuth-1,1
NiSW,V2Y6V,74,tungsten,V,2,Y,6,V,W,1,3,tungsten-1,1
VPS3,B13Z1L,23,vanadium,B,13,Z,1,L,V,1,1,vanadium-1,1
B2CaF8,P1Z2A,5,boron,P,1,Z,2,A,B,2,1,boron-1,1
B2CaF8,P1Z2A,5,boron,P,1,Z,2,A,B,2,1,boron-2,2
VOCl2,T11Z1R,23,vanadium,T,11,Z,1,R,V,1,1,vanadium-1,1
TlAsPt5,B17Z1R,81,thallium,B,17,Z,1,R,Tl,1,1,thallium-1,1
CdSnSb2,T14Y2L,48,cadmium,T,14,Y,2,L,Cd,1,1,cadmium-1,1
SbOCl,B10Z2R,51,antimony,B,10,Z,2,R,Sb,1,1,antimony-1,1
Na2SeO3,C5Z2C,11,sodium,C,5,Z,2,C,Na,2,1,sodium-1,1
Na2SeO3,C5Z2C,11,sodium,C,5,Z,2,C,Na,2,1,sodium-2,2
KAsSe2,V3Y2V,19,potassium,V,3,Y,2,V,K,1,1,potassium-1,1
Cl2NiO6,V3Y2V,17,chlorine,V,3,Y,2,V,Cl,2,1,chlorine-1,1
Cl2NiO6,V3Y2V,17,chlorine,V,3,Y,2,V,Cl,2,1,chlorine-2,2
InRhO3,T12Z2L,49,indium,T,12,Z,2,L,In,1,1,indium-1,1
SrCrF4,B8X4R,38,strontium,B,8,X,4,R,Sr,1,1,strontium-1,1
Cu2PbO2,B13Z2L,29,copper,B,13,Z,2,L,Cu,2,1,copper-1,1
Cu2PbO2,B13Z2L,29,copper,B,13,Z,2,L,Cu,2,1,copper-2,2
ClSY,V3Y2V,17,chlorine,V,3,Y,2,V,Cl,1,1,chlorine-1,1
PrOI,T11Z2R,59,praseodymium,T,11,Z,2,R,Pr,1,1,praseodymium-1,1
Cs2TiCl6,B7Y6R,55,caesium,B,7,Y,6,R,Cs,2,1,caesium-1,1
Cs2TiCl6,B7Y6R,55,caesium,B,7,Y,6,R,Cs,2,1,caesium-2,2
Na2TeSe3,V3Y4V,52,tellurium,V,3,Y,4,V,Te,1,2,tellurium-1,1
KTlO,B17Z1R,81,thallium,B,17,Z,1,R,Tl,1,2,thallium-1,1
MnAlCu2,A2Y2A,13,aluminium,A,2,Y,2,A,Al,1,2,aluminium-1,1
CsAlTe3,T9X6L,55,caesium,T,9,X,6,L,Cs,1,1,caesium-1,1
SrSeO3,V3Y4V,38,strontium,V,3,Y,4,V,Sr,1,1,strontium-1,1
TlVO3,T14Y1L,23,vanadium,T,14,Y,1,L,V,1,2,vanadium-1,1
BiIO4,B17Z1R,83,bismuth,B,17,Z,1,R,Bi,1,1,bismuth-1,1
H2CuSn,A2Y4A,50,tin,A,2,Y,4,A,Sn,1,3,tin-1,1
MoNCl3,T11Z1R,42,molybdenum,T,11,Z,1,R,Mo,1,1,molybdenum-1,1
NbAlO4,T11Z1R,41,niobium,T,11,Z,1,R,Nb,1,1,niobium-1,1
NbOTlW,T11Z1R,41,niobium,T,11,Z,1,R,Nb,1,1,niobium-1,1
YTlS2,B10Z4R,81,thallium,B,10,Z,4,R,Tl,1,2,thallium-1,1
TiCuGe,A2Y2A,29,copper,A,2,Y,2,A,Cu,1,2,copper-1,1
MnGaNi2,T16Z1L,31,gallium,T,16,Z,1,L,Ga,1,2,gallium-1,1
CaAgAs,B10Z2R,47,silver,B,10,Z,2,R,Ag,1,2,silver-1,1
Hg2SeO4,B10Z2R,34,selenium,B,10,Z,2,R,Se,1,2,selenium-1,1
InPPt5,W4Z2W,15,phosphorus,W,4,Z,1,W,P,1,2,phosphorus-1,1
TlAgTe2,V2Y4V,47,silver,V,2,Y,4,V,Ag,1,2,silver-1,1
PbWO2,T12Z3L,74,tungsten,T,12,Z,3,L,W,1,2,tungsten-1,1
BaAsAu,B15Y1R,56,barium,B,15,Y,1,R,Ba,1,1,barium-1,1
TaTlSe3,T11Z2R,34,selenium,T,11,Z,2,R,Se,3,3,selenium-1,1
TaTlSe3,T11Z2R,34,selenium,T,11,Z,2,R,Se,3,3,selenium-2,2
TaTlSe3,T11Z2R,34,selenium,T,11,Z,2,R,Se,3,3,selenium-3,3
W4PBr11,V3Y2V,15,phosphorus,V,3,Y,2,V,P,1,2,phosphorus-1,1
TaNS2,B8X2R,16,sulfur,B,8,X,2,R,S,2,3,sulfur-1,1
TaNS2,B8X2R,16,sulfur,B,8,X,2,R,S,2,3,sulfur-2,2
K2GeTe4,A3Y2A,32,germanium,A,3,Y,2,A,Ge,1,2,germanium-1,1
SrBiO2I,B8X4R,38,strontium,B,8,X,4,R,Sr,1,1,strontium-1,1
K6MnTe4,B13Z1L,25,manganese,B,13,Z,1,L,Mn,1,2,manganese-1,1
LiCdCoF6,V3Y2V,27,cobalt,V,3,Y,2,V,Co,1,3,cobalt-1,1
InOSn,T11Z2R,49,indium,T,11,Z,2,R,In,1,1,indium-1,1
ZrAlPt,B7Y1R,13,aluminium,B,7,Y,1,R,Al,1,2,aluminium-1,1
KTlBr4,B17Z1R,35,bromine,B,17,Z,1,R,Br,4,3,bromine-1,1
KTlBr4,B17Z1R,35,bromine,B,17,Z,1,R,Br,4,3,bromine-2,2
KTlBr4,B17Z1R,35,bromine,B,17,Z,1,R,Br,4,3,bromine-3,3
KTlBr4,B17Z1R,35,bromine,B,17,Z,1,R,Br,4,3,bromine-4,4
MnInCu2,T14Y2L,49,indium,T,14,Y,2,L,In,1,2,indium-1,1
K2AgI3,T6Y2L,19,potassium,T,6,Y,2,L,K,2,1,potassium-1,1
K2AgI3,T6Y2L,19,potassium,T,6,Y,2,L,K,2,1,potassium-2,2
NaMnSb,A2Y2A,25,manganese,A,2,Y,2,A,Mn,1,2,manganese-1,1
AlCuPt2,B10Z3R,78,platinum,B,10,Z,3,R,Pt,2,3,platinum-1,1
AlCuPt2,B10Z3R,78,platinum,B,10,Z,3,R,Pt,2,3,platinum-2,2
InPPt5,V2Y6V,78,platinum,V,2,Y,6,V,Pt,5,3,platinum-1,1
InPPt5,V2Y6V,78,platinum,V,2,Y,6,V,Pt,5,3,platinum-2,2
InPPt5,V2Y6V,78,platinum,V,2,Y,6,V,Pt,5,3,platinum-3,3
InPPt5,V2Y6V,78,platinum,V,2,Y,6,V,Pt,5,3,platinum-4,4
InPPt5,V2Y6V,78,platinum,V,2,Y,6,V,Pt,5,3,platinum-5,5
HAsSn,T16Z1L,33,arsenic,T,16,Z,1,L,As,1,2,arsenic-1,1
LiMnAs,A2Y2A,33,arsenic,A,2,Y,2,A,As,1,3,arsenic-1,1
KPdF3,P1Z6P,9,fluorine,P,1,Z,2,P,F,3,3,fluorine-1,1
KPdF3,P1Z6P,9,fluorine,P,1,Z,2,P,F,3,3,fluorine-2,2
KPdF3,P1Z6P,9,fluorine,P,1,Z,2,P,F,3,3,fluorine-3,3
SrAsPt,B10Z3R,78,platinum,B,10,Z,3,R,Pt,1,3,platinum-1,1
BiPbClO2,B3Y1R,8,oxygen,B,3,Y,1,R,O,2,4,oxygen-1,1
BiPbClO2,B3Y1R,8,oxygen,B,3,Y,1,R,O,2,4,oxygen-2,2
Cu4NiGe2S7,T9X2L,16,sulfur,T,9,X,2,L,S,7,4,sulfur-1,1
Cu4NiGe2S7,T9X2L,16,sulfur,T,9,X,2,L,S,7,4,sulfur-2,2
Cu4NiGe2S7,T9X2L,16,sulfur,T,9,X,2,L,S,7,4,sulfur-3,3
Cu4NiGe2S7,T9X2L,16,sulfur,T,9,X,2,L,S,7,4,sulfur-4,4
Cu4NiGe2S7,T9X2L,16,sulfur,T,9,X,2,L,S,7,4,sulfur-5,5
Cu4NiGe2S7,T9X2L,16,sulfur,T,9,X,2,L,S,7,4,sulfur-6,6
Cu4NiGe2S7,T9X2L,16,sulfur,T,9,X,2,L,S,7,4,sulfur-7,7
CsFeS2,T9X2L,16,sulfur,T,9,X,2,L,S,2,3,sulfur-1,1
CsFeS2,T9X2L,16,sulfur,T,9,X,2,L,S,2,3,sulfur-2,2
Ag2BiO3,A3Y4A,47,silver,A,3,Y,4,A,Ag,2,1,silver-1,1
Ag2BiO3,A3Y4A,47,silver,A,3,Y,4,A,Ag,2,1,silver-2,2
YCuP2,E5Z4E,39,yttrium,E,5,Z,4,E,Y,1,1,yttrium-1,1
CdAlCl4,B15Y1R,17,chlorine,B,15,Y,1,R,Cl,4,3,chlorine-1,1
CdAlCl4,B15Y1R,17,chlorine,B,15,Y,1,R,Cl,4,3,chlorine-2,2
CdAlCl4,B15Y1R,17,chlorine,B,15,Y,1,R,Cl,4,3,chlorine-3,3
CdAlCl4,B15Y1R,17,chlorine,B,15,Y,1,R,Cl,4,3,chlorine-4,4
KScS2,T6Y2L,16,sulfur,T,6,Y,2,L,S,2,3,sulfur-1,1
KScS2,T6Y2L,16,sulfur,T,6,Y,2,L,S,2,3,sulfur-2,2
YGaPt,T6Y4L,39,yttrium,T,6,Y,4,L,Y,1,1,yttrium-1,1
MgMnGe,T14Y2L,32,germanium,T,14,Y,2,L,Ge,1,3,germanium-1,1
K2CdN12,P1Z6P,7,nitrogen,P,1,Z,2,P,N,12,3,nitrogen-1,1
K2CdN12,P1Z6P,7,nitrogen,P,1,Z,2,P,N,12,3,nitrogen-2,2
K2CdN12,P1Z6P,7,nitrogen,P,1,Z,2,P,N,12,3,nitrogen-3,3
K2CdN12,P1Z6P,7,nitrogen,P,1,Z,2,P,N,12,3,nitrogen-4,4
K2CdN12,P1Z6P,7,nitrogen,P,1,Z,2,P,N,12,3,nitrogen-5,5
K2CdN12,P1Z6P,7,nitrogen,P,1,Z,2,P,N,12,3,nitrogen-6,6
K2CdN12,P1Z6P,7,nitrogen,P,1,Z,2,P,N,12,3,nitrogen-7,7
K2CdN12,P1Z6P,7,nitrogen,P,1,Z,2,P,N,12,3,nitrogen-8,8
K2CdN12,P1Z6P,7,nitrogen,P,1,Z,2,P,N,12,3,nitrogen-9,9
K2CdN12,P1Z6P,7,nitrogen,P,1,Z,2,P,N,12,3,nitrogen-10,10
K2CdN12,P1Z6P,7,nitrogen,P,1,Z,2,P,N,12,3,nitrogen-11,11
K2CdN12,P1Z6P,7,nitrogen,P,1,Z,2,P,N,12,3,nitrogen-12,12
TlNiO3,B10Z4R,81,thallium,B,10,Z,4,R,Tl,1,1,thallium-1,1
YGaCo,T14Y1L,39,yttrium,T,14,Y,2,L,Y,1,1,yttrium-1,1
Cs2VF6,T9X6L,55,caesium,T,9,X,6,L,Cs,2,1,caesium-1,1
Cs2VF6,T9X6L,55,caesium,T,9,X,6,L,Cs,2,1,caesium-2,2
VPS3,T14Y1L,23,vanadium,T,14,Y,1,L,V,1,1,vanadium-1,1
MnGaPt,V3Y2V,25,manganese,V,3,Y,2,V,Mn,1,1,manganese-1,1
CsMnP,A2Y2A,15,phosphorus,A,2,Y,2,A,P,1,3,phosphorus-1,1
NaSO4,B8X2R,16,sulfur,B,8,X,2,R,S,1,2,sulfur-1,1
MnSO4,B8X2R,16,sulfur,B,8,X,2,R,S,1,2,sulfur-1,1
Hf2InCu2,A3Y4A,49,indium,A,3,Y,4,A,In,1,2,indium-1,1
FeLiO2,P1Z2P,3,lithium,P,1,Z,1,P,Li,1,2,lithium-1,1
YNiGe,A3Y2A,28,nickel,A,3,Y,2,A,Ni,1,2,nickel-1,1
B2AsCl2,A2Y2A,33,arsenic,A,2,Y,2,A,As,1,2,arsenic-1,1
ZnGeN2,T14Y2L,32,germanium,T,14,Y,2,L,Ge,1,2,germanium-1,1
TlAuCl4,V3Y6V,81,thallium,V,3,Y,6,V,Tl,1,1,thallium-1,1
FeSnF6,T14Y2L,26,iron,T,14,Y,2,L,Fe,1,1,iron-1,1
MnGaNi2,T14Y1L,25,manganese,T,14,Y,1,L,Mn,1,1,manganese-1,1
InGaSe2,T11Z2R,49,indium,T,11,Z,2,R,In,1,1,indium-1,1
ZrGeRu,B10Z1R,44,ruthenium,B,10,Z,1,R,Ru,1,3,ruthenium-1,1
PbBrF,T14Y5L,82,lead,T,14,Y,5,L,Pb,1,1,lead-1,1
ScHCl,A2Y2A,21,scandium,A,2,Y,2,A,Sc,1,1,scandium-1,1
IClO,T12Z2L,53,iodine,T,12,Z,2,L,I,1,1,iodine-1,1
VCdO3,B13Z1L,23,vanadium,B,13,Z,1,L,V,1,1,vanadium-1,1
TiFeGe,E5Z2E,22,titanium,E,5,Z,2,E,Ti,1,1,titanium-1,1
SnSO4,A2Y4A,50,tin,A,2,Y,4,A,Sn,1,1,tin-1,1
CrKO,E5Z2E,19,potassium,E,5,Z,2,E,K,1,2,potassium-1,1
ZrMnP,A2Y4A,40,zirconium,A,2,Y,4,A,Zr,1,1,zirconium-1,1
PICl6,B15Y2R,53,iodine,B,15,Y,2,R,I,1,2,iodine-1,1
YGeAu,V2Y2V,32,germanium,V,2,Y,2,V,Ge,1,2,germanium-1,1
Rb2SiAs2,A3Y4A,37,rubidium,A,3,Y,4,A,Rb,2,1,rubidium-1,1
Rb2SiAs2,A3Y4A,37,rubidium,A,3,Y,4,A,Rb,2,1,rubidium-2,2
Ba2HN,A3Y6A,56,barium,A,3,Y,6,A,Ba,2,1,barium-1,1
Ba2HN,A3Y6A,56,barium,A,3,Y,6,A,Ba,2,1,barium-2,2
BaBiO2I,B8X6R,56,barium,B,8,X,6,R,Ba,1,1,barium-1,1
H2BiPb,B10Z3R,83,bismuth,B,10,Z,3,R,Bi,1,2,bismuth-1,1
MgMoO4,B10Z1R,42,molybdenum,B,10,Z,1,R,Mo,1,2,molybdenum-1,1
GeTeRh,B10Z2R,52,tellurium,B,10,Z,2,R,Te,1,2,tellurium-1,1
TaNS2,T12Z3L,73,tantalum,T,12,Z,3,L,Ta,1,1,tantalum-1,1
Zr2CoSi2,T11Z1R,40,zirconium,T,11,Z,1,R,Zr,2,1,zirconium-1,1
Zr2CoSi2,T11Z1R,40,zirconium,T,11,Z,1,R,Zr,2,1,zirconium-2,2
TiGeTe6,A3Y2A,32,germanium,A,3,Y,2,A,Ge,1,2,germanium-1,1
NbCuTe2,V3Y2V,29,copper,V,3,Y,2,V,Cu,1,2,copper-1,1
TlTeF5,T12Z2L,52,tellurium,T,12,Z,2,L,Te,1,2,tellurium-1,1
RbGeI3,T14Y2L,32,germanium,T,14,Y,2,L,Ge,1,2,germanium-1,1
KBrO3,B15Y2R,35,bromine,B,15,Y,2,R,Br,1,2,bromine-1,1
NbAlCo2,T11Z2R,27,cobalt,T,11,Z,2,R,Co,2,3,cobalt-1,1
NbAlCo2,T11Z2R,27,cobalt,T,11,Z,2,R,Co,2,3,cobalt-2,2
Cl2NiO6,B10Z1R,28,nickel,B,10,Z,2,R,Ni,1,2,nickel-1,1
CsAuS,B17Z2R,79,gold,B,17,Z,2,R,Au,1,2,gold-1,1
TaCoSi,V3Y2V,27,cobalt,V,3,Y,2,V,Co,1,2,cobalt-1,1
AlTeI7,T11Z2R,52,tellurium,T,11,Z,2,R,Te,1,2,tellurium-1,1
NbFeAs,A2Y2A,33,arsenic,A,2,Y,2,A,As,1,3,arsenic-1,1
H2BiPb,A2Y6A,83,bismuth,A,2,Y,6,A,Bi,1,2,bismuth-1,1
ZrCoSb,T14Y2L,51,antimony,T,14,Y,2,L,Sb,1,3,antimony-1,1
Zr2NiP2,W4Z2W,15,phosphorus,W,4,Z,1,W,P,2,3,phosphorus-1,1
Zr2NiP2,W4Z2W,15,phosphorus,W,4,Z,1,W,P,2,3,phosphorus-2,2
CsAlTe3,T14Y2L,52,tellurium,T,14,Y,2,L,Te,3,3,tellurium-1,1
CsAlTe3,T14Y2L,52,tellurium,T,14,Y,2,L,Te,3,3,tellurium-2,2
CsAlTe3,T14Y2L,52,tellurium,T,14,Y,2,L,Te,3,3,tellurium-3,3
TeAsRu,B10Z2R,33,arsenic,B,10,Z,2,R,As,1,2,arsenic-1,1
Li2MoO4,B13Z1L,42,molybdenum,B,13,Z,1,L,Mo,1,2,molybdenum-1,1
Ca2InPt2,T11Z3R,78,platinum,T,11,Z,3,R,Pt,2,3,platinum-1,1
Ca2InPt2,T11Z3R,78,platinum,T,11,Z,3,R,Pt,2,3,platinum-2,2
H2InSn,T12Z2L,50,tin,T,12,Z,2,L,Sn,1,3,tin-1,1
BaSnHg,T11Z2R,50,tin,T,11,Z,2,R,Sn,1,2,tin-1,1
TePdI,T12Z2L,53,iodine,T,12,Z,2,L,I,1,3,iodine-1,1
NbOBr2,B10Z2R,35,bromine,B,10,Z,2,R,Br,2,3,bromine-1,1
NbOBr2,B10Z2R,35,bromine,B,10,Z,2,R,Br,2,3,bromine-2,2
IBrO,P1Z6P,8,oxygen,P,1,Z,2,P,O,1,3,oxygen-1,1
FeAsS,T11Z1R,26,iron,T,11,Z,1,R,Fe,1,1,iron-1,1
EuOI,B17Z1R,53,iodine,B,17,Z,1,R,I,1,3,iodine-1,1
KNbS2,V2Y2V,16,sulfur,V,2,Y,2,V,S,2,3,sulfur-1,1
KNbS2,V2Y2V,16,sulfur,V,2,Y,2,V,S,2,3,sulfur-2,2
NiGePd,T12Z1L,46,palladium,T,12,Z,1,L,Pd,1,3,palladium-1,1
SrAgP,T12Z2L,47,silver,T,12,Z,2,L,Ag,1,2,silver-1,1
CaMnBi2,T14Y1L,20,calcium,T,14,Y,1,L,Ca,1,1,calcium-1,1
Ge4PbO9,B15Y5R,82,lead,B,15,Y,5,R,Pb,1,2,lead-1,1
InGaSe2,T11Z2R,31,gallium,T,11,Z,2,R,Ga,1,2,gallium-1,1
K2RuCl6,V3Y2V,17,chlorine,V,3,Y,2,V,Cl,6,3,chlorine-1,1
K2RuCl6,V3Y2V,17,chlorine,V,3,Y,2,V,Cl,6,3,chlorine-2,2
K2RuCl6,V3Y2V,17,chlorine,V,3,Y,2,V,Cl,6,3,chlorine-3,3
K2RuCl6,V3Y2V,17,chlorine,V,3,Y,2,V,Cl,6,3,chlorine-4,4
K2RuCl6,V3Y2V,17,chlorine,V,3,Y,2,V,Cl,6,3,chlorine-5,5
K2RuCl6,V3Y2V,17,chlorine,V,3,Y,2,V,Cl,6,3,chlorine-6,6
H2GeOPb,V2Y2V,32,germanium,V,2,Y,2,V,Ge,1,2,germanium-1,1
RbGeI3,T11Z2R,32,germanium,T,11,Z,2,R,Ge,1,2,germanium-1,1
Tl2TeCl6,B13Z2L,52,tellurium,B,13,Z,2,L,Te,1,2,tellurium-1,1
KCrO,V3Y2V,19,potassium,V,3,Y,2,V,K,1,1,potassium-1,1
CdAlCl4,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,4,3,chlorine-1,1
CdAlCl4,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,4,3,chlorine-2,2
CdAlCl4,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,4,3,chlorine-3,3
CdAlCl4,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,4,3,chlorine-4,4
CrBiO3,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-1,1
CrBiO3,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-2,2
CrBiO3,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-3,3
SrSiPd,T14Y1L,46,palladium,T,14,Y,1,L,Pd,1,3,palladium-1,1
SrLiGe2,B10Z2R,32,germanium,B,10,Z,2,R,Ge,2,3,germanium-1,1
SrLiGe2,B10Z2R,32,germanium,B,10,Z,2,R,Ge,2,3,germanium-2,2
BaHCl,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,1,3,chlorine-1,1
YInCu4,T12Z2L,29,copper,T,12,Z,2,L,Cu,4,3,copper-1,1
YInCu4,T12Z2L,29,copper,T,12,Z,2,L,Cu,4,3,copper-2,2
YInCu4,T12Z2L,29,copper,T,12,Z,2,L,Cu,4,3,copper-3,3
YInCu4,T12Z2L,29,copper,T,12,Z,2,L,Cu,4,3,copper-4,4
H2EuTe,T14Y2L,52,tellurium,T,14,Y,2,L,Te,1,3,tellurium-1,1
MgGeN2,P1Z6P,7,nitrogen,P,1,Z,2,P,N,2,3,nitrogen-1,1
MgGeN2,P1Z6P,7,nitrogen,P,1,Z,2,P,N,2,3,nitrogen-2,2
HSSb,B10Z2R,51,antimony,B,10,Z,2,R,Sb,1,3,antimony-1,1
Y2InNi2,B13Z2L,28,nickel,B,13,Z,2,L,Ni,2,3,nickel-1,1
Y2InNi2,B13Z2L,28,nickel,B,13,Z,2,L,Ni,2,3,nickel-2,2
ZrTiTe4,T11Z1R,40,zirconium,T,11,Z,1,R,Zr,1,1,zirconium-1,1
SrAsPt,B17Z2R,78,platinum,B,17,Z,2,R,Pt,1,3,platinum-1,1
BrITl,T14Y2L,35,bromine,T,14,Y,2,L,Br,1,1,bromine-1,1
KCuO2,B8X2R,19,potassium,B,8,X,2,R,K,1,1,potassium-1,1
Sr2SnO4,V3Y4V,38,strontium,V,3,Y,4,V,Sr,2,1,strontium-1,1
Sr2SnO4,V3Y4V,38,strontium,V,3,Y,4,V,Sr,2,1,strontium-2,2
CsSnSe3,A2Y6A,55,caesium,A,2,Y,6,A,Cs,1,1,caesium-1,1
BaNiSn3,A3Y6A,56,barium,A,3,Y,6,A,Ba,1,1,barium-1,1
Ag3AsSe3,T16Z1L,34,selenium,T,16,Z,1,L,Se,3,3,selenium-1,1
Ag3AsSe3,T16Z1L,34,selenium,T,16,Z,1,L,Se,3,3,selenium-2,2
Ag3AsSe3,T16Z1L,34,selenium,T,16,Z,1,L,Se,3,3,selenium-3,3
PrOI,A2Y5A,59,praseodymium,A,2,Y,5,A,Pr,1,1,praseodymium-1,1
Tl2TeCl6,T12Z4L,81,thallium,T,12,Z,4,L,Tl,2,1,thallium-1,1
Tl2TeCl6,T12Z4L,81,thallium,T,12,Z,4,L,Tl,2,1,thallium-2,2
PbPSe3,B7Y1R,15,phosphorus,B,7,Y,2,R,P,1,2,phosphorus-1,1
Na2GeSe3,T11Z2R,32,germanium,T,11,Z,2,R,Ge,1,2,germanium-1,1
YSnPd,B13Z2L,50,tin,B,13,Z,2,L,Sn,1,2,tin-1,1
CaPtPb,B15Y4R,78,platinum,B,15,Y,3,R,Pt,1,2,platinum-1,1
Bi2SeO2,B17Z1R,34,selenium,B,17,Z,1,R,Se,1,2,selenium-1,1
BiOsSe,T14Y5L,83,bismuth,T,14,Y,5,L,Bi,1,1,bismuth-1,1
Cs2WCl6,B7Y6R,55,caesium,B,7,Y,6,R,Cs,2,1,caesium-1,1
Cs2WCl6,B7Y6R,55,caesium,B,7,Y,6,R,Cs,2,1,caesium-2,2
K2PbO3,B7Y2R,19,potassium,B,7,Y,2,R,K,2,1,potassium-1,1
K2PbO3,B7Y2R,19,potassium,B,7,Y,2,R,K,2,1,potassium-2,2
Tl3SbS4,B10Z4R,81,thallium,B,10,Z,4,R,Tl,3,1,thallium-1,1
Tl3SbS4,B10Z4R,81,thallium,B,10,Z,4,R,Tl,3,1,thallium-2,2
Tl3SbS4,B10Z4R,81,thallium,B,10,Z,4,R,Tl,3,1,thallium-3,3
ScGaPd,B10Z1R,21,scandium,B,10,Z,1,R,Sc,1,1,scandium-1,1
K2SiAs2,B7Y2R,19,potassium,B,7,Y,2,R,K,2,1,potassium-1,1
K2SiAs2,B7Y2R,19,potassium,B,7,Y,2,R,K,2,1,potassium-2,2
HgNO2,B3Y1R,8,oxygen,B,3,Y,1,R,O,2,3,oxygen-1,1
HgNO2,B3Y1R,8,oxygen,B,3,Y,1,R,O,2,3,oxygen-2,2
KHgAs,T12Z4L,80,mercury,T,12,Z,4,L,Hg,1,2,mercury-1,1
TlAgTe2,B10Z4R,81,thallium,B,10,Z,4,R,Tl,1,1,thallium-1,1
CaTeO4,B15Y1R,20,calcium,B,15,Y,1,R,Ca,1,1,calcium-1,1
Ag2BiO3,V3Y6V,83,bismuth,V,3,Y,6,V,Bi,1,2,bismuth-1,1
TlInS2,B10Z4R,81,thallium,B,10,Z,4,R,Tl,1,1,thallium-1,1
CuSbSe2,T14Y1L,29,copper,T,14,Y,1,L,Cu,1,1,copper-1,1
Cs2MnS2,T9X6L,55,caesium,T,9,X,6,L,Cs,2,1,caesium-1,1
